policy_id,customer_id,policy_number,product_type,start_date,end_date,premium_amount,status
30518,2214,POL-00030518,Home,2023-12-03,2027-09-18,477.42,Active
30519,2146,POL-00030519,Auto,2023-11-15,2026-08-24,292.94,Active
30520,9197,POL-00030520,Health,2026-02-17,2028-11-15,405.19,Active
30521,3193,POL-00030521,Health,2025-05-25,2030-01-02,402.38,Active
30522,9217,POL-00030522,Health,2025-01-08,,127.53,Cancelled
30523,1736,POL-00030523,Health,2025-08-18,2030-05-02,499.45,Active
30524,464,POL-00030524,Home,2023-07-03,2027-12-15,102.77,Cancelled
30525,3458,POL-00030525,Life,2026-03-02,2027-05-15,480.68,Lapsed
30526,7494,POL-00030526,Life,2023-11-22,2024-12-03,243.31,Active
30527,925,POL-00030527,Auto,2023-04-19,2024-07-17,91.44,Active
30528,4954,POL-00030528,Life,2025-08-03,2027-12-03,213.37,Lapsed
30529,7903,POL-00030529,Life,2026-02-17,2030-11-28,486.78,Lapsed
30530,4598,POL-00030530,Life,2025-11-18,,228.34,Cancelled
30531,756,POL-00030531,Home,2024-05-21,2025-07-21,58.86,Lapsed
30532,7197,POL-00030532,Auto,2025-10-11,2027-10-06,336.28,Active
30533,5141,POL-00030533,Health,2025-07-06,2029-09-05,312.33,Lapsed
30534,9597,POL-00030534,Auto,2023-12-17,2028-02-01,56.78,Lapsed
30535,1706,POL-00030535,Home,2023-06-24,2025-10-05,443.53,Active
30536,4625,POL-00030536,Auto,2025-11-04,2030-04-08,162.84,Active
30537,2897,POL-00030537,Auto,2025-05-04,,211.31,Cancelled
30538,836,POL-00030538,Health,2023-07-21,2025-08-05,392.06,Cancelled
30539,9078,POL-00030539,Auto,2025-10-03,2027-05-21,354.85,Lapsed
30540,6385,POL-00030540,Home,2024-05-24,2027-06-05,214.62,Lapsed
30541,6743,POL-00030541,Health,2024-02-11,,346.21,Active
30542,9314,POL-00030542,Life,2026-03-16,2030-08-11,334.32,Active
30543,4428,POL-00030543,Auto,2023-06-22,2027-01-14,67.0,Cancelled
30544,9343,POL-00030544,Health,2024-09-10,2029-03-20,128.24,Active
30545,7031,POL-00030545,Auto,2025-12-18,2029-01-05,405.27,Cancelled
30546,201,POL-00030546,Life,2025-11-01,2028-12-30,144.24,Cancelled
30547,7014,POL-00030547,Home,2024-03-09,,219.31,Active
30548,4310,POL-00030548,Life,2024-03-02,2027-07-06,142.81,Cancelled
30549,9117,POL-00030549,Home,2024-03-20,,363.81,Lapsed
30550,8127,POL-00030550,Home,2024-05-21,2029-05-14,90.87,Active
30551,1893,POL-00030551,Auto,2023-10-29,2027-12-26,112.63,Active
30552,991,POL-00030552,Auto,2023-05-05,,176.36,Active
30553,1011,POL-00030553,Life,2024-03-28,,184.96,Lapsed
30554,1951,POL-00030554,Auto,2023-10-06,2026-08-12,211.51,Active
30555,1499,POL-00030555,Health,2024-11-19,2029-05-31,328.25,Lapsed
30556,5081,POL-00030556,Life,2024-04-30,2027-03-31,158.57,Lapsed
30557,1135,POL-00030557,Health,2024-04-30,,470.29,Cancelled
30558,5236,POL-00030558,Auto,2024-09-04,2026-11-27,90.96,Cancelled
30559,3865,POL-00030559,Auto,2024-08-06,2027-03-06,440.99,Cancelled
30560,3651,POL-00030560,Life,2024-01-18,2027-05-23,192.19,Active
30561,4246,POL-00030561,Home,2025-08-21,2027-11-13,281.04,Lapsed
30562,5309,POL-00030562,Auto,2024-08-25,,377.37,Cancelled
30563,6323,POL-00030563,Life,2025-12-21,2027-02-08,351.88,Cancelled
30564,6266,POL-00030564,Health,2024-05-12,2026-01-07,257.12,Cancelled
30565,378,POL-00030565,Health,2024-12-07,2029-05-06,318.81,Lapsed
30566,9251,POL-00030566,Home,2023-04-02,2024-04-08,409.23,Cancelled
30567,7639,POL-00030567,Auto,2024-02-11,2027-05-07,306.76,Cancelled
30568,3205,POL-00030568,Life,2025-11-10,,152.13,Active
30569,923,POL-00030569,Home,2023-09-28,2026-12-02,368.88,Lapsed
30570,101,POL-00030570,Home,2023-10-14,,72.12,Cancelled
30571,5942,POL-00030571,Auto,2024-12-05,2029-10-07,293.36,Lapsed
30572,7637,POL-00030572,Home,2023-09-02,2027-09-25,409.65,Cancelled
30573,5965,POL-00030573,Auto,2024-12-31,2026-09-28,207.15,Cancelled
30574,4215,POL-00030574,Health,2025-12-23,,89.35,Cancelled
30575,3287,POL-00030575,Home,2025-07-27,2026-11-11,417.75,Cancelled
30576,8105,POL-00030576,Auto,2025-05-25,2027-08-04,386.5,Lapsed
30577,717,POL-00030577,Home,2023-12-19,2026-02-12,130.98,Cancelled
30578,6530,POL-00030578,Life,2024-07-30,2027-08-30,112.01,Active
30579,2590,POL-00030579,Home,2024-09-28,2025-12-19,420.18,Lapsed
30580,1659,POL-00030580,Home,2026-02-11,2028-09-17,52.01,Lapsed
30581,4543,POL-00030581,Auto,2023-10-14,2027-03-03,227.88,Lapsed
30582,3911,POL-00030582,Life,2025-01-05,,171.38,Active
30583,2517,POL-00030583,Home,2026-01-26,2027-03-30,217.79,Cancelled
30584,5565,POL-00030584,Life,2023-08-04,2025-08-27,494.27,Cancelled
30585,4128,POL-00030585,Life,2025-09-19,2027-02-08,81.62,Cancelled
30586,1287,POL-00030586,Auto,2025-07-02,2030-05-09,83.29,Cancelled
30587,159,POL-00030587,Home,2023-10-24,2027-11-11,239.4,Cancelled
30588,5014,POL-00030588,Life,2023-06-29,2026-11-20,481.88,Active
30589,9853,POL-00030589,Home,2024-07-08,2029-06-06,466.97,Active
30590,3023,POL-00030590,Health,2024-10-05,2026-01-28,265.92,Lapsed
30591,3302,POL-00030591,Health,2025-02-05,2029-05-27,76.78,Active
30592,5530,POL-00030592,Home,2023-03-22,,162.93,Cancelled
30593,9024,POL-00030593,Home,2025-01-15,2027-04-26,452.36,Active
30594,7803,POL-00030594,Health,2025-11-13,2027-06-16,499.37,Lapsed
30595,8077,POL-00030595,Health,2023-05-08,2025-02-01,60.1,Active
30596,7288,POL-00030596,Life,2024-08-22,2026-11-08,479.03,Lapsed
30597,2732,POL-00030597,Home,2026-03-07,2030-02-11,432.87,Cancelled
30598,5619,POL-00030598,Life,2025-04-13,2027-08-31,298.06,Lapsed
30599,7953,POL-00030599,Life,2024-10-18,2028-01-28,114.97,Lapsed
30600,7619,POL-00030600,Home,2023-06-28,2026-08-11,431.13,Active
30601,6885,POL-00030601,Home,2025-09-25,2029-05-06,206.37,Cancelled
30602,6957,POL-00030602,Life,2024-02-10,2028-07-05,56.32,Active
30603,6877,POL-00030603,Health,2025-04-12,2029-11-06,292.26,Active
30604,3143,POL-00030604,Home,2025-08-05,2028-08-25,353.06,Cancelled
30605,6032,POL-00030605,Life,2025-08-21,2029-12-05,298.14,Lapsed
30606,4835,POL-00030606,Health,2023-12-27,2025-05-31,85.4,Active
30607,6465,POL-00030607,Health,2026-02-03,2027-12-21,204.26,Active
30608,8992,POL-00030608,Auto,2025-04-15,2028-02-17,181.08,Active
30609,7758,POL-00030609,Life,2025-03-20,2027-05-20,450.49,Cancelled
30610,4707,POL-00030610,Health,2024-10-23,2028-05-10,131.16,Lapsed
30611,9226,POL-00030611,Life,2025-06-16,,424.99,Lapsed
30612,7481,POL-00030612,Auto,2026-03-05,,340.69,Active
30613,8666,POL-00030613,Home,2023-07-31,2027-12-23,87.25,Lapsed
30614,1990,POL-00030614,Auto,2024-08-14,2025-12-31,335.16,Cancelled
30615,602,POL-00030615,Life,2025-12-16,2028-12-09,147.98,Cancelled
30616,5832,POL-00030616,Health,2023-12-11,2026-07-13,201.62,Active
30617,5801,POL-00030617,Auto,2023-11-22,2025-06-06,208.24,Active
30618,9772,POL-00030618,Auto,2024-10-14,2029-01-30,250.05,Lapsed
30619,5173,POL-00030619,Life,2024-02-28,2028-03-18,228.55,Active
30620,2719,POL-00030620,Home,2025-06-20,2026-06-26,323.76,Active
30621,8966,POL-00030621,Home,2026-02-20,2029-10-07,360.15,Cancelled
30622,1348,POL-00030622,Auto,2024-02-08,2025-09-27,298.32,Cancelled
30623,1345,POL-00030623,Life,2025-09-06,2030-03-28,239.88,Active
30624,8252,POL-00030624,Home,2026-02-25,2028-04-06,242.4,Lapsed
30625,2143,POL-00030625,Life,2026-01-03,2027-02-24,244.12,Active
30626,1770,POL-00030626,Auto,2024-02-28,,111.1,Lapsed
30627,1535,POL-00030627,Auto,2023-12-12,2027-08-31,100.64,Active
30628,3285,POL-00030628,Health,2023-06-02,2025-07-27,454.11,Cancelled
30629,8800,POL-00030629,Home,2026-01-22,2027-03-17,161.86,Lapsed
30630,1787,POL-00030630,Health,2026-01-15,2029-01-18,416.68,Active
30631,5925,POL-00030631,Life,2025-06-20,2026-11-04,80.37,Lapsed
30632,9513,POL-00030632,Auto,2026-03-08,2027-08-25,90.63,Cancelled
30633,4636,POL-00030633,Health,2025-06-01,2027-12-01,426.31,Cancelled
30634,5664,POL-00030634,Health,2025-02-23,2026-11-18,481.08,Active
30635,5146,POL-00030635,Auto,2024-09-22,2028-10-19,468.06,Lapsed
30636,2375,POL-00030636,Home,2024-07-02,,87.23,Lapsed
30637,4163,POL-00030637,Auto,2023-05-31,2027-05-01,221.54,Cancelled
30638,4426,POL-00030638,Life,2025-12-25,2030-08-20,258.3,Lapsed
30639,9,POL-00030639,Life,2023-11-06,2026-10-20,499.17,Active
30640,4246,POL-00030640,Auto,2023-04-01,2025-04-27,283.96,Lapsed
30641,3890,POL-00030641,Health,2026-03-10,2030-02-16,216.5,Cancelled
30642,1806,POL-00030642,Life,2023-10-06,2028-04-07,242.9,Active
30643,1040,POL-00030643,Home,2025-03-13,2026-05-12,274.62,Cancelled
30644,9448,POL-00030644,Home,2024-05-01,2028-04-07,316.25,Lapsed
30645,9207,POL-00030645,Home,2026-03-02,2028-08-21,422.98,Lapsed
30646,5156,POL-00030646,Health,2023-05-24,2026-01-17,237.75,Active
30647,536,POL-00030647,Health,2023-05-10,2024-10-09,97.38,Active
30648,8925,POL-00030648,Health,2025-02-19,2030-01-25,232.67,Cancelled
30649,2842,POL-00030649,Life,2024-02-25,2029-02-10,258.66,Lapsed
30650,4157,POL-00030650,Home,2023-09-09,2025-07-16,285.98,Cancelled
30651,5369,POL-00030651,Life,2026-02-23,2028-06-08,436.38,Active
30652,6939,POL-00030652,Auto,2024-01-30,2028-01-15,441.62,Lapsed
30653,7694,POL-00030653,Home,2025-09-26,,164.23,Active
30654,3687,POL-00030654,Auto,2025-02-21,2028-05-12,332.92,Lapsed
30655,7968,POL-00030655,Life,2024-07-25,2027-07-17,67.96,Lapsed
30656,7089,POL-00030656,Auto,2023-03-30,,494.78,Lapsed
30657,6614,POL-00030657,Auto,2023-11-07,2028-10-29,357.25,Active
30658,4097,POL-00030658,Life,2024-11-06,2028-09-24,306.38,Lapsed
30659,3867,POL-00030659,Health,2025-05-08,2029-05-25,252.75,Lapsed
30660,5112,POL-00030660,Health,2025-04-02,,253.28,Lapsed
30661,8910,POL-00030661,Home,2024-02-28,2028-05-13,368.03,Active
30662,5280,POL-00030662,Health,2023-05-17,2026-02-03,231.84,Active
30663,3352,POL-00030663,Home,2023-12-23,,99.67,Active
30664,3619,POL-00030664,Auto,2024-07-31,2028-06-28,287.28,Active
30665,868,POL-00030665,Life,2025-01-07,2028-08-05,310.98,Active
30666,3006,POL-00030666,Health,2023-12-26,2025-02-09,167.23,Active
30667,6185,POL-00030667,Health,2025-08-18,2028-04-30,399.67,Lapsed
30668,530,POL-00030668,Auto,2024-09-12,,430.27,Active
30669,4654,POL-00030669,Auto,2023-12-31,2025-12-25,172.72,Cancelled
30670,4582,POL-00030670,Auto,2026-03-02,2029-09-16,438.2,Active
30671,314,POL-00030671,Health,2023-07-17,2026-07-19,359.96,Active
30672,9233,POL-00030672,Life,2025-10-23,2028-11-09,224.21,Lapsed
30673,4827,POL-00030673,Life,2026-01-26,2028-08-17,497.99,Cancelled
30674,4688,POL-00030674,Health,2023-06-29,,471.96,Lapsed
30675,9552,POL-00030675,Home,2024-04-22,2028-07-22,314.08,Cancelled
30676,6419,POL-00030676,Home,2025-03-25,2028-10-11,394.81,Cancelled
30677,4221,POL-00030677,Life,2023-08-22,2027-06-25,445.77,Active
30678,1694,POL-00030678,Home,2024-03-22,,244.11,Cancelled
30679,6831,POL-00030679,Auto,2024-07-02,2027-02-28,445.63,Cancelled
30680,2579,POL-00030680,Auto,2025-06-18,2026-11-21,462.75,Active
30681,3139,POL-00030681,Auto,2025-12-14,2028-11-03,354.02,Cancelled
30682,2271,POL-00030682,Home,2024-07-06,2027-11-24,478.98,Active
30683,8259,POL-00030683,Home,2025-01-01,2026-09-28,294.42,Lapsed
30684,6575,POL-00030684,Health,2025-07-01,2027-11-05,173.53,Lapsed
30685,5817,POL-00030685,Home,2024-06-20,2028-12-06,320.65,Cancelled
30686,3446,POL-00030686,Auto,2025-05-28,2029-11-17,425.28,Cancelled
30687,2381,POL-00030687,Auto,2024-08-10,,369.37,Cancelled
30688,3032,POL-00030688,Home,2025-01-09,2029-01-09,409.06,Lapsed
30689,6985,POL-00030689,Home,2024-05-28,2028-05-07,93.96,Lapsed
30690,1312,POL-00030690,Auto,2025-07-16,2026-08-17,168.27,Lapsed
30691,8220,POL-00030691,Life,2024-04-09,2026-04-05,438.99,Cancelled
30692,6053,POL-00030692,Home,2025-05-26,2029-12-31,432.76,Lapsed
30693,5018,POL-00030693,Auto,2024-12-12,2027-12-19,175.98,Cancelled
30694,4832,POL-00030694,Auto,2023-11-20,2027-01-20,164.13,Cancelled
30695,1158,POL-00030695,Home,2024-07-30,2025-12-02,79.56,Cancelled
30696,8581,POL-00030696,Health,2023-07-23,,52.65,Cancelled
30697,2237,POL-00030697,Life,2024-09-16,,316.76,Cancelled
30698,3036,POL-00030698,Home,2023-05-11,2025-08-04,298.46,Cancelled
30699,9888,POL-00030699,Life,2025-07-27,2027-04-14,494.7,Active
30700,1993,POL-00030700,Auto,2024-01-19,2026-11-17,185.02,Cancelled
30701,7090,POL-00030701,Life,2025-07-28,,433.03,Cancelled
30702,7666,POL-00030702,Life,2023-08-08,,196.47,Active
30703,7732,POL-00030703,Life,2024-04-05,2027-07-15,482.89,Lapsed
30704,860,POL-00030704,Home,2023-07-30,2025-06-07,424.86,Active
30705,2553,POL-00030705,Health,2026-02-04,2028-04-03,80.56,Lapsed
30706,247,POL-00030706,Life,2025-05-18,2027-05-01,214.96,Cancelled
30707,145,POL-00030707,Health,2024-04-04,2027-05-29,162.04,Active
30708,2885,POL-00030708,Life,2025-04-21,2029-01-10,75.28,Lapsed
30709,8345,POL-00030709,Health,2026-01-05,,224.58,Lapsed
30710,6575,POL-00030710,Home,2025-10-11,,366.05,Cancelled
30711,1114,POL-00030711,Home,2024-09-15,,164.27,Lapsed
30712,6064,POL-00030712,Home,2024-04-25,,88.14,Lapsed
30713,6153,POL-00030713,Auto,2026-01-17,2027-09-11,109.38,Lapsed
30714,19,POL-00030714,Auto,2023-08-07,2028-06-03,317.96,Cancelled
30715,5027,POL-00030715,Health,2023-05-25,2024-09-24,237.7,Cancelled
30716,352,POL-00030716,Health,2025-04-27,2027-09-26,472.18,Lapsed
30717,2039,POL-00030717,Home,2023-06-24,2028-05-13,395.82,Cancelled
30718,8029,POL-00030718,Life,2026-02-03,,471.75,Active
30719,2636,POL-00030719,Home,2024-11-24,2029-05-01,437.03,Active
30720,4115,POL-00030720,Life,2025-12-02,2029-12-05,459.78,Lapsed
30721,4100,POL-00030721,Life,2024-08-22,2028-08-08,422.14,Active
30722,1208,POL-00030722,Auto,2024-05-20,2028-12-11,435.48,Cancelled
30723,5433,POL-00030723,Home,2025-09-05,2030-02-16,412.11,Active
30724,8142,POL-00030724,Home,2024-01-04,2028-02-05,236.19,Active
30725,6345,POL-00030725,Health,2024-12-19,2028-07-31,133.03,Lapsed
30726,4102,POL-00030726,Home,2024-09-22,2028-02-20,72.71,Active
30727,6050,POL-00030727,Health,2025-06-26,2027-12-14,311.07,Active
30728,6897,POL-00030728,Life,2025-12-28,2027-08-10,229.09,Active
30729,8498,POL-00030729,Home,2025-10-09,2030-09-19,397.4,Active
30730,8662,POL-00030730,Auto,2024-06-01,,359.0,Cancelled
30731,8609,POL-00030731,Home,2026-03-01,2027-09-28,444.21,Active
30732,6666,POL-00030732,Home,2025-01-23,2030-01-21,436.85,Lapsed
30733,9914,POL-00030733,Life,2025-03-20,2027-10-24,395.0,Active
30734,1004,POL-00030734,Life,2025-03-17,2026-04-08,150.15,Active
30735,8933,POL-00030735,Auto,2023-05-26,2028-04-07,205.81,Cancelled
30736,1106,POL-00030736,Home,2025-01-17,2026-09-21,230.26,Lapsed
30737,3770,POL-00030737,Home,2025-01-08,2027-01-01,273.89,Active
30738,6278,POL-00030738,Health,2025-11-08,,80.05,Cancelled
30739,9917,POL-00030739,Health,2024-10-01,,310.99,Lapsed
30740,564,POL-00030740,Home,2025-12-19,2028-10-19,177.35,Active
30741,1816,POL-00030741,Life,2023-11-01,2028-05-31,231.64,Lapsed
30742,3225,POL-00030742,Home,2024-06-18,2025-07-14,381.79,Lapsed
30743,6817,POL-00030743,Auto,2023-07-16,2025-07-10,262.74,Lapsed
30744,261,POL-00030744,Life,2023-12-08,,405.89,Active
30745,2140,POL-00030745,Auto,2025-11-13,2027-08-30,435.12,Lapsed
30746,9431,POL-00030746,Home,2025-04-03,2029-10-08,181.91,Active
30747,7600,POL-00030747,Auto,2025-06-24,2030-01-15,82.04,Cancelled
30748,6745,POL-00030748,Health,2024-07-09,2026-03-20,284.22,Cancelled
30749,1939,POL-00030749,Health,2025-11-07,2028-04-12,232.74,Lapsed
30750,2883,POL-00030750,Home,2023-08-14,2026-12-14,418.43,Cancelled
30751,1049,POL-00030751,Auto,2024-01-24,2025-10-20,472.89,Cancelled
30752,8141,POL-00030752,Life,2023-06-16,,474.21,Cancelled
30753,9114,POL-00030753,Health,2024-08-19,2027-11-12,172.73,Cancelled
30754,4556,POL-00030754,Life,2024-05-05,,74.36,Lapsed
30755,1881,POL-00030755,Home,2024-01-15,2028-12-16,396.95,Cancelled
30756,4831,POL-00030756,Auto,2024-12-11,2029-10-29,479.73,Cancelled
30757,805,POL-00030757,Home,2024-10-27,2029-05-22,178.96,Cancelled
30758,6520,POL-00030758,Home,2025-08-22,,152.6,Lapsed
30759,1308,POL-00030759,Life,2026-02-14,2030-05-20,274.51,Cancelled
30760,4780,POL-00030760,Health,2024-12-18,2026-08-28,416.44,Active
30761,9666,POL-00030761,Life,2024-01-16,2027-08-04,371.28,Active
30762,2710,POL-00030762,Home,2023-07-25,2028-01-19,157.9,Cancelled
30763,5370,POL-00030763,Life,2024-01-07,2026-01-28,347.23,Cancelled
30764,3574,POL-00030764,Health,2024-06-05,2025-09-11,153.5,Active
30765,4078,POL-00030765,Home,2024-01-17,,172.93,Active
30766,5940,POL-00030766,Home,2024-08-09,2025-10-12,309.9,Lapsed
30767,7132,POL-00030767,Life,2024-10-17,2029-03-20,86.21,Lapsed
30768,6407,POL-00030768,Life,2023-03-30,2026-04-21,384.45,Cancelled
30769,1093,POL-00030769,Health,2023-04-29,2027-01-07,462.98,Lapsed
30770,414,POL-00030770,Auto,2024-06-02,2026-10-24,452.04,Active
30771,8020,POL-00030771,Auto,2024-06-01,2025-09-02,132.36,Active
30772,4728,POL-00030772,Auto,2025-10-10,2028-10-24,470.98,Active
30773,2752,POL-00030773,Auto,2023-05-08,2026-03-04,285.34,Lapsed
30774,6,POL-00030774,Home,2023-08-03,,122.14,Active
30775,5698,POL-00030775,Auto,2024-05-30,2028-07-12,285.79,Cancelled
30776,3533,POL-00030776,Life,2025-02-27,2028-10-05,437.83,Cancelled
30777,7362,POL-00030777,Auto,2023-09-06,2025-06-05,388.59,Cancelled
30778,2406,POL-00030778,Home,2025-10-04,2026-11-05,287.4,Active
30779,5500,POL-00030779,Home,2023-09-30,2026-04-04,459.2,Active
30780,730,POL-00030780,Life,2025-05-13,2026-06-11,119.76,Cancelled
30781,8695,POL-00030781,Auto,2023-08-22,2024-10-26,427.29,Cancelled
30782,9203,POL-00030782,Home,2024-07-01,2027-01-28,412.78,Lapsed
30783,9582,POL-00030783,Life,2023-05-24,2027-03-29,491.56,Lapsed
30784,1615,POL-00030784,Auto,2024-01-11,2025-02-02,115.92,Lapsed
30785,9931,POL-00030785,Life,2024-08-03,2026-06-25,233.13,Lapsed
30786,301,POL-00030786,Auto,2024-04-09,2026-07-21,435.27,Active
30787,1583,POL-00030787,Auto,2024-08-27,2027-06-21,288.18,Cancelled
30788,4886,POL-00030788,Life,2024-05-12,2027-07-05,300.08,Active
30789,5057,POL-00030789,Home,2023-06-20,2026-02-24,401.8,Active
30790,7212,POL-00030790,Life,2024-09-18,2029-04-05,147.35,Active
30791,8094,POL-00030791,Auto,2026-01-10,2028-06-15,489.72,Cancelled
30792,3350,POL-00030792,Health,2023-04-08,2027-11-12,458.15,Active
30793,5148,POL-00030793,Health,2023-09-26,2025-05-16,485.03,Lapsed
30794,3073,POL-00030794,Health,2025-02-08,2027-09-12,82.74,Cancelled
30795,3026,POL-00030795,Life,2024-06-27,2028-10-08,295.75,Cancelled
30796,4977,POL-00030796,Home,2024-08-07,,471.05,Cancelled
30797,6703,POL-00030797,Home,2023-08-15,2026-03-04,317.7,Active
30798,6482,POL-00030798,Life,2025-02-16,2028-10-16,326.82,Lapsed
30799,7600,POL-00030799,Home,2024-03-21,2028-10-28,401.22,Lapsed
30800,5247,POL-00030800,Auto,2026-01-23,,167.28,Lapsed
30801,6212,POL-00030801,Health,2025-07-11,2026-11-05,173.05,Cancelled
30802,5891,POL-00030802,Home,2024-08-18,2026-08-04,136.42,Lapsed
30803,66,POL-00030803,Health,2023-06-26,2028-01-31,443.16,Active
30804,1842,POL-00030804,Health,2025-07-29,2029-09-25,420.67,Lapsed
30805,5447,POL-00030805,Home,2024-06-02,2025-06-18,473.4,Cancelled
30806,9928,POL-00030806,Home,2023-05-26,2024-07-17,170.94,Active
30807,7818,POL-00030807,Health,2025-12-06,,53.47,Lapsed
30808,3161,POL-00030808,Auto,2025-02-02,2030-02-01,157.1,Active
30809,9419,POL-00030809,Life,2025-03-14,2028-04-22,350.82,Lapsed
30810,4438,POL-00030810,Home,2024-08-29,2029-04-27,209.26,Cancelled
30811,4799,POL-00030811,Home,2025-03-24,,173.75,Active
30812,3745,POL-00030812,Health,2024-05-16,,447.97,Cancelled
30813,6164,POL-00030813,Auto,2023-06-02,2024-12-29,292.6,Lapsed
30814,1858,POL-00030814,Life,2024-12-20,2028-05-30,470.9,Lapsed
30815,2157,POL-00030815,Health,2026-01-09,2029-06-13,123.19,Cancelled
30816,2374,POL-00030816,Home,2024-10-01,2025-12-16,76.39,Cancelled
30817,7824,POL-00030817,Health,2024-02-05,2026-04-17,489.29,Active
30818,8432,POL-00030818,Health,2025-01-27,,198.01,Active
30819,9673,POL-00030819,Health,2025-10-08,,204.41,Cancelled
30820,5459,POL-00030820,Life,2024-02-06,2025-09-02,107.21,Active
30821,8843,POL-00030821,Auto,2023-07-01,,438.86,Cancelled
30822,2869,POL-00030822,Health,2023-08-03,2028-04-23,373.49,Active
30823,3068,POL-00030823,Auto,2025-03-10,2027-03-18,88.36,Cancelled
30824,950,POL-00030824,Auto,2025-09-28,2027-08-30,173.12,Lapsed
30825,7656,POL-00030825,Auto,2023-10-02,2027-03-12,140.46,Active
30826,8615,POL-00030826,Home,2025-12-29,2029-05-02,463.76,Cancelled
30827,870,POL-00030827,Health,2024-08-12,2028-09-05,335.52,Cancelled
30828,3424,POL-00030828,Home,2023-09-10,2028-07-16,182.29,Lapsed
30829,2299,POL-00030829,Auto,2025-09-08,2029-12-25,420.98,Cancelled
30830,7581,POL-00030830,Home,2024-10-30,2026-02-07,484.06,Active
30831,3763,POL-00030831,Health,2025-09-18,2029-06-28,244.23,Lapsed
30832,2480,POL-00030832,Home,2024-12-05,2027-07-19,318.39,Lapsed
30833,8193,POL-00030833,Auto,2025-01-11,,170.71,Cancelled
30834,4179,POL-00030834,Life,2023-09-12,2025-10-07,380.57,Active
30835,1172,POL-00030835,Life,2025-05-14,2027-05-06,303.88,Active
30836,6817,POL-00030836,Health,2024-05-14,2027-08-19,270.34,Lapsed
30837,9321,POL-00030837,Home,2024-08-10,2026-02-08,266.44,Active
30838,4088,POL-00030838,Home,2025-06-05,2028-05-23,192.29,Lapsed
30839,2654,POL-00030839,Life,2026-02-15,2031-01-12,350.9,Lapsed
30840,9001,POL-00030840,Health,2025-12-02,2028-08-31,156.95,Active
30841,9573,POL-00030841,Health,2024-08-16,2027-11-21,396.7,Lapsed
30842,7089,POL-00030842,Home,2024-02-03,2026-03-03,383.05,Active
30843,5412,POL-00030843,Life,2025-05-06,2028-12-22,212.35,Cancelled
30844,1586,POL-00030844,Home,2024-04-23,2028-08-27,310.66,Active
30845,4330,POL-00030845,Auto,2023-09-07,2026-07-08,305.75,Active
30846,2677,POL-00030846,Auto,2025-03-18,2028-07-13,372.52,Lapsed
30847,4256,POL-00030847,Auto,2024-10-22,2026-06-17,217.66,Lapsed
30848,5402,POL-00030848,Auto,2024-04-17,2026-02-15,435.56,Cancelled
30849,4572,POL-00030849,Life,2023-11-01,2026-09-24,434.6,Cancelled
30850,8545,POL-00030850,Life,2025-01-03,,477.56,Lapsed
30851,6789,POL-00030851,Health,2025-07-28,2026-09-27,164.53,Lapsed
30852,1231,POL-00030852,Life,2026-03-08,,250.43,Cancelled
30853,7540,POL-00030853,Auto,2023-05-01,,168.16,Active
30854,1955,POL-00030854,Life,2025-09-13,2030-06-15,482.76,Lapsed
30855,3840,POL-00030855,Home,2024-10-08,2025-11-30,292.58,Active
30856,306,POL-00030856,Auto,2024-03-19,2025-08-07,213.6,Lapsed
30857,3598,POL-00030857,Home,2024-02-04,2029-01-01,377.56,Cancelled
30858,2118,POL-00030858,Health,2025-08-15,2028-05-09,427.56,Cancelled
30859,4308,POL-00030859,Health,2025-09-08,2030-04-16,410.07,Cancelled
30860,9178,POL-00030860,Home,2024-05-01,2025-09-23,328.24,Active
30861,9845,POL-00030861,Life,2025-02-19,2028-03-28,63.36,Lapsed
30862,5948,POL-00030862,Health,2026-02-10,2027-12-27,193.43,Cancelled
30863,3262,POL-00030863,Auto,2025-10-31,2027-01-18,142.46,Lapsed
30864,3129,POL-00030864,Life,2023-03-25,,98.06,Lapsed
30865,7364,POL-00030865,Health,2023-05-23,,69.29,Active
30866,5862,POL-00030866,Home,2023-07-12,2026-01-02,492.97,Lapsed
30867,4810,POL-00030867,Life,2023-09-16,2026-07-03,134.22,Cancelled
30868,6561,POL-00030868,Life,2024-04-02,2025-05-25,121.15,Active
30869,8747,POL-00030869,Home,2024-10-16,2029-01-01,196.89,Lapsed
30870,6641,POL-00030870,Home,2024-11-26,,192.77,Cancelled
30871,7803,POL-00030871,Life,2026-03-17,2028-04-18,243.2,Lapsed
30872,5479,POL-00030872,Auto,2025-02-04,2027-01-02,208.37,Cancelled
30873,1358,POL-00030873,Home,2026-01-26,2027-10-18,301.94,Cancelled
30874,6324,POL-00030874,Auto,2023-08-06,2027-04-06,282.97,Active
30875,9968,POL-00030875,Auto,2025-04-15,2026-09-10,82.05,Cancelled
30876,7798,POL-00030876,Health,2023-12-09,2027-04-28,113.81,Cancelled
30877,6203,POL-00030877,Health,2025-06-03,2028-11-03,273.01,Cancelled
30878,4894,POL-00030878,Health,2023-04-27,2025-04-30,212.33,Cancelled
30879,3063,POL-00030879,Home,2025-01-24,2029-11-14,467.31,Active
30880,4454,POL-00030880,Home,2024-11-27,,236.46,Cancelled
30881,1368,POL-00030881,Auto,2025-08-08,2027-11-17,178.81,Cancelled
30882,7435,POL-00030882,Health,2024-01-09,2025-10-29,113.41,Cancelled
